Sender,Message,Date,Timestamp,Flirt_Label,Predicted_Flirt_Label,Predicted_Flirt,Hour,Media_Flag,Missed_Call_Flag
Anna,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),2025-04-12,2025-04-12 07:32:00,0,0,Not Flirt,7,0,0
Anna,You tell what happen dont behave like this to me. Ok no need to say,2025-12-30,2025-12-30 02:37:00,0,0,Not Flirt,2,0,0
Isaac,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!,2025-02-06,2025-02-06 10:22:00,0,0,Not Flirt,10,0,0
Anna,* You gonna ring this weekend or wot?,2025-06-27,2025-06-27 15:55:00,0,0,Not Flirt,15,0,0
Anna,Moji i love you more than words. Have a rich day,2025-07-07,2025-07-07 06:15:00,1,1,Flirt,6,0,0
Isaac,"Thanks for your ringtone order, ref number R836. Your mobile will be charged Ã¥Â£4.50. Should your tone not arrive please call customer services on 09065069154",2025-06-24,2025-06-24 14:59:00,0,0,Not Flirt,14,0,0
Anna,Ooooooh I forgot to tell u I can get on yoville on my phone,2025-12-03,2025-12-03 10:56:00,0,0,Not Flirt,10,0,0
Anna,"aight we can pick some up, you open before tonight?",2025-06-04,2025-06-04 03:17:00,0,0,Not Flirt,3,0,0
Anna,Is there any movie theatre i can go to and watch unlimited movies and just pay once?,2025-12-22,2025-12-22 06:20:00,0,0,Not Flirt,6,0,0
Anna,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",2025-01-25,2025-01-25 16:51:00,0,0,Not Flirt,16,0,0
Anna,In the end she might still vomit but its okay. Not everything will come out.,2025-09-25,2025-09-25 23:24:00,0,0,Not Flirt,23,0,0
Anna,Yes. I come to nyc for audiitions and am trying to relocate.,2025-08-05,2025-08-05 13:33:00,0,0,Not Flirt,13,0,0
Isaac,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",2025-03-30,2025-03-30 01:15:00,0,0,Not Flirt,1,0,0
Anna,He needs to stop going to bed and make with the fucking dealing,2025-03-25,2025-03-25 11:10:00,0,0,Not Flirt,11,0,0
Anna,"Goodmorning, today i am late for 1hr.",2025-09-20,2025-09-20 18:38:00,0,0,Not Flirt,18,0,0
Isaac,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Ã¥Â£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,2025-08-21,2025-08-21 20:21:00,0,0,Not Flirt,20,0,0
Anna,Dear got train and seat mine lower seat,2025-08-12,2025-08-12 04:57:00,0,0,Not Flirt,4,0,0
Anna,ILL B DOWN SOON,2025-01-19,2025-01-19 20:53:00,0,0,Not Flirt,20,0,0
Anna,Actually getting ready to leave the house.,2025-08-07,2025-08-07 08:40:00,0,0,Not Flirt,8,0,0
Anna,And popping &lt;#&gt; ibuprofens was no help.,2025-12-25,2025-12-25 05:05:00,0,0,Not Flirt,5,0,0
Anna,meet you in corporation st outside gap ÂÃ_ you can see how my mind is working!,2025-01-07,2025-01-07 15:36:00,0,0,Not Flirt,15,0,0
Anna,Aiyar sorry lor forgot 2 tell u...,2025-06-21,2025-06-21 08:43:00,0,0,Not Flirt,8,0,0
Anna,Watching ajith film ah?,2025-06-30,2025-06-30 14:47:00,0,0,Not Flirt,14,0,0
Anna,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,2025-11-24,2025-11-24 08:24:00,0,0,Not Flirt,8,0,0
Anna,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",2025-04-14,2025-04-14 11:28:00,1,1,Flirt,11,0,0
Anna,"Sorry da thangam, very very sorry i am held up with prasad.",2025-06-23,2025-06-23 18:06:00,0,0,Not Flirt,18,0,0
Anna,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,2025-09-19,2025-09-19 20:51:00,0,0,Not Flirt,20,0,0
Anna,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",2025-01-23,2025-01-23 08:00:00,1,1,Flirt,8,0,0
Anna,We are okay. Going to sleep now. Later,2025-10-20,2025-10-20 11:08:00,0,0,Not Flirt,11,0,0
Anna,"Just checked out, heading out to drop off my stuff now",2025-10-28,2025-10-28 04:00:00,0,0,Not Flirt,4,0,0
Anna,Wait . I will msg after  &lt;#&gt;  min.,2025-09-20,2025-09-20 18:21:00,0,0,Not Flirt,18,0,0
Anna,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",2025-08-25,2025-08-25 16:54:00,0,0,Not Flirt,16,0,0
Anna,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",2025-09-30,2025-09-30 23:05:00,0,0,Not Flirt,23,0,0
Anna,"I hav almost reached. Call, i m unable to connect u.",2025-10-13,2025-10-13 09:56:00,0,0,Not Flirt,9,0,0
Isaac,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",2025-11-26,2025-11-26 18:30:00,0,0,Not Flirt,18,0,0
Isaac,tells u 2 call 09066358152 to claim Ã¥Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,2025-06-06,2025-06-06 11:20:00,0,0,Not Flirt,11,0,0
Isaac,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",2025-06-16,2025-06-16 15:24:00,0,0,Not Flirt,15,0,0
Anna,No..few hours before.went to hair cut .,2025-08-21,2025-08-21 23:13:00,0,0,Not Flirt,23,0,0
Anna,"No my blankets are sufficient, thx",2025-03-12,2025-03-12 17:55:00,0,0,Not Flirt,17,0,0
Isaac,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,2025-11-09,2025-11-09 13:42:00,0,0,Not Flirt,13,0,0
Anna,No break time one... How... I come out n get my stuff fr Ã_?,2025-10-09,2025-10-09 07:31:00,0,0,Not Flirt,7,0,0
Anna,K k pa Had your lunch aha.,2025-08-19,2025-08-19 11:05:00,0,0,Not Flirt,11,0,0
Anna,How is your schedule next week? I am out of town this weekend.,2025-04-21,2025-04-21 08:03:00,0,0,Not Flirt,8,0,0
Anna,I'm ok. Will do my part tomorrow,2025-05-08,2025-05-08 02:50:00,0,0,Not Flirt,2,0,0
Anna,"I can probably come by, everybody's done around  &lt;#&gt;  right?",2025-06-08,2025-06-08 22:53:00,0,0,Not Flirt,22,0,0
Anna,Ok... The theory test? when are Ã_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,2025-08-30,2025-08-30 22:27:00,0,0,Not Flirt,22,0,0
Anna,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,2025-10-12,2025-10-12 01:21:00,0,0,Not Flirt,1,0,0
Anna,Roger that. WeÂÃÃ·re probably going to rem in about 20,2025-09-03,2025-09-03 08:04:00,0,0,Not Flirt,8,0,0
Isaac,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,2025-12-06,2025-12-06 10:46:00,0,0,Not Flirt,10,0,0
Anna,Oh for fuck's sake she's in like tallahassee,2025-12-17,2025-12-17 15:03:00,0,0,Not Flirt,15,0,0
Isaac,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,2025-09-15,2025-09-15 09:20:00,0,0,Not Flirt,9,0,0
Anna,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,2025-05-16,2025-05-16 14:13:00,0,0,Not Flirt,14,0,0
Anna,LOL ... Have you made plans for new years?,2025-08-07,2025-08-07 19:03:00,0,0,Not Flirt,19,0,0
Anna,Just hopeing that wasnÂÃÃ·t too pissed up to remember and has gone off to his sisters or something!,2025-06-05,2025-06-05 08:18:00,0,0,Not Flirt,8,0,0
Anna,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,2025-08-18,2025-08-18 17:51:00,1,1,Flirt,17,0,0
Anna,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",2025-10-24,2025-10-24 11:42:00,0,0,Not Flirt,11,0,0
Isaac,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",2025-05-16,2025-05-16 00:23:00,0,0,Not Flirt,0,0,0
Anna,Oh ok no prob..,2025-07-04,2025-07-04 18:25:00,0,0,Not Flirt,18,0,0
Anna,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",2025-01-17,2025-01-17 23:24:00,0,0,Not Flirt,23,0,0
Anna,U wake up already? Thanx 4 e tau sar piah it's quite nice.,2025-09-26,2025-09-26 22:29:00,0,0,Not Flirt,22,0,0
Anna,I sent them. Do you like?,2025-06-28,2025-06-28 23:11:00,0,0,Not Flirt,23,0,0
Anna,What year. And how many miles.,2025-06-17,2025-06-17 23:22:00,0,0,Not Flirt,23,0,0
Anna,That's the way you should stay oh.,2025-07-14,2025-07-14 11:50:00,0,0,Not Flirt,11,0,0
Anna,Jay's getting really impatient and belligerent,2025-03-20,2025-03-20 22:00:00,0,0,Not Flirt,22,0,0
Anna,i cant talk to you now.i will call when i can.dont keep calling.,2025-08-07,2025-08-07 09:24:00,0,0,Not Flirt,9,0,0
Anna,So Ã_ pay first lar... Then when is da stock comin...,2025-09-30,2025-09-30 02:01:00,0,0,Not Flirt,2,0,0
Anna,Then. You are eldest know.,2025-05-08,2025-05-08 20:21:00,0,0,Not Flirt,20,0,0
Anna,I was at bugis juz now wat... But now i'm walking home oredi... ÃÃ so late then reply... I oso saw a top dat i like but din buy... Where r Ã_ now? ,2025-02-18,2025-02-18 03:52:00,0,0,Not Flirt,3,0,0
Anna,"Its ok, called mom instead have fun",2025-05-22,2025-05-22 09:35:00,0,0,Not Flirt,9,0,0
Anna,Reason is if the team budget is available at last they buy the unsold players for at base rate..,2025-03-14,2025-03-14 18:00:00,0,0,Not Flirt,18,0,0
Anna,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,2025-05-17,2025-05-17 16:42:00,0,0,Not Flirt,16,0,0
Anna,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,2025-08-17,2025-08-17 21:58:00,1,1,Flirt,21,0,0
Anna,Poor girl can't go one day lmao,2025-02-11,2025-02-11 16:25:00,0,0,Not Flirt,16,0,0
Anna,Lol well don't do it without me. We could have a big sale together.,2025-09-30,2025-09-30 20:06:00,0,0,Not Flirt,20,0,0
Anna,Apps class varaya elaya.,2025-03-24,2025-03-24 05:49:00,0,0,Not Flirt,5,0,0
Anna,Where did u go? My phone is gonna die you have to stay in here,2025-11-23,2025-11-23 14:18:00,0,0,Not Flirt,14,0,0
Anna,Meeting u is my work. . . Tel me when shall i do my work tomorrow,2025-09-25,2025-09-25 10:20:00,0,0,Not Flirt,10,0,0
Anna,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,2025-04-10,2025-04-10 17:40:00,0,0,Not Flirt,17,0,0
Anna,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,2025-07-25,2025-07-25 17:22:00,0,0,Not Flirt,17,0,0
Anna,Ugh my leg hurts. Musta overdid it on mon.,2025-02-10,2025-02-10 17:03:00,0,0,Not Flirt,17,0,0
Anna,Ok. I asked for money how far,2025-02-06,2025-02-06 16:55:00,0,0,Not Flirt,16,0,0
Anna,Mm have some kanji dont eat anything heavy ok,2025-12-15,2025-12-15 23:19:00,0,0,Not Flirt,23,0,0
Isaac,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",2025-10-20,2025-10-20 22:52:00,0,0,Not Flirt,22,0,0
Anna,K:)k:)good:)study well.,2025-02-26,2025-02-26 15:30:00,0,0,Not Flirt,15,0,0
Anna,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),2025-04-14,2025-04-14 10:05:00,0,0,Not Flirt,10,0,0
Anna,This phone has the weirdest auto correct.,2025-03-14,2025-03-14 09:58:00,0,0,Not Flirt,9,0,0
Anna,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,2025-05-25,2025-05-25 10:27:00,0,0,Not Flirt,10,0,0
Anna,Yup i'm elaborating on the safety aspects and some other issues..,2025-04-17,2025-04-17 13:42:00,0,0,Not Flirt,13,0,0
Anna,Alright. I'm out--have a good night!,2025-04-30,2025-04-30 23:12:00,0,0,Not Flirt,23,0,0
Isaac,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,2025-07-13,2025-07-13 09:13:00,1,1,Flirt,9,0,0
Anna,True. Its easier with her here.,2025-03-11,2025-03-11 06:35:00,0,0,Not Flirt,6,0,0
Isaac,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,2025-11-19,2025-11-19 06:29:00,0,0,Not Flirt,6,0,0
Isaac,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",2025-09-23,2025-09-23 16:24:00,0,0,Not Flirt,16,0,0
Anna,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,2025-10-05,2025-10-05 16:17:00,0,0,Not Flirt,16,0,0
Anna,I'm really sorry I lit your hair on fire,2025-03-04,2025-03-04 03:15:00,0,0,Not Flirt,3,0,0
Anna,I reach home safe n sound liao...,2025-09-16,2025-09-16 13:47:00,0,0,Not Flirt,13,0,0
Anna,Sorry me going home first... Daddy come fetch Ã_ later...,2025-11-02,2025-11-02 06:48:00,0,0,Not Flirt,6,0,0
Anna,What about this one then.,2025-03-06,2025-03-06 05:10:00,0,0,Not Flirt,5,0,0
Anna,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",2025-10-02,2025-10-02 07:11:00,1,1,Flirt,7,0,0
Anna,Well she's in for a big surprise!,2025-05-11,2025-05-11 18:26:00,0,0,Not Flirt,18,0,0
Anna,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,2025-10-15,2025-10-15 12:53:00,0,0,Not Flirt,12,0,0
Anna,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,2025-06-24,2025-06-24 18:59:00,0,0,Not Flirt,18,0,0
Anna,Mmmm.... I cant wait to lick it!,2025-10-20,2025-10-20 20:55:00,0,0,Not Flirt,20,0,0
Isaac,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",2025-02-24,2025-02-24 02:16:00,0,0,Not Flirt,2,0,0
Anna,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",2025-05-23,2025-05-23 05:13:00,0,0,Not Flirt,5,0,0
Anna,That means get the door,2025-04-11,2025-04-11 01:03:00,0,0,Not Flirt,1,0,0
Anna,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",2025-04-01,2025-04-01 21:40:00,1,1,Flirt,21,0,0
Anna,Lol I would but despite these cramps I like being a girl.,2025-04-23,2025-04-23 18:31:00,0,0,Not Flirt,18,0,0
Anna,And pls pls drink plenty plenty water,2025-05-20,2025-05-20 19:03:00,0,0,Not Flirt,19,0,0
Anna,I.ll hand her my phone to chat wit u,2025-02-16,2025-02-16 17:55:00,0,0,Not Flirt,17,0,0
Isaac,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",2025-09-16,2025-09-16 04:23:00,0,0,Not Flirt,4,0,0
Anna,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),2025-07-20,2025-07-20 23:41:00,1,1,Flirt,23,0,0
Anna,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,2025-10-30,2025-10-30 17:46:00,0,0,Not Flirt,17,0,0
Anna,Have you finished work yet? :),2025-09-15,2025-09-15 10:24:00,0,0,Not Flirt,10,0,0
Anna,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,2025-02-24,2025-02-24 16:25:00,0,0,Not Flirt,16,0,0
Isaac,URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,2025-01-26,2025-01-26 20:02:00,0,0,Not Flirt,20,0,0
Anna,Go fool dont cheat others ok,2025-06-04,2025-06-04 12:25:00,0,0,Not Flirt,12,0,0
Anna,Were trying to find a Chinese food place around here,2025-06-25,2025-06-25 18:47:00,0,0,Not Flirt,18,0,0
Anna,"Aight, lemme know what's up",2025-03-29,2025-03-29 22:39:00,0,0,Not Flirt,22,0,0
Anna,I wont. So wat's wit the guys,2025-10-13,2025-10-13 13:54:00,0,0,Not Flirt,13,0,0
Anna,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",2025-08-01,2025-08-01 10:00:00,0,0,Not Flirt,10,0,0
Anna,Then cant get da laptop? My matric card wif Ã_ lei... ,2025-10-01,2025-10-01 02:24:00,0,0,Not Flirt,2,0,0
Anna,Dear reached railway. What happen to you,2025-02-10,2025-02-10 02:03:00,0,0,Not Flirt,2,0,0
Anna,Nan sonathaya soladha. Why boss?,2025-10-25,2025-10-25 13:31:00,0,0,Not Flirt,13,0,0
Anna,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",2025-03-17,2025-03-17 11:42:00,0,0,Not Flirt,11,0,0
Isaac,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!,2025-06-13,2025-06-13 19:00:00,0,0,Not Flirt,19,0,0
Anna,This pain couldn't have come at a worse time.,2025-06-10,2025-06-10 13:22:00,0,0,Not Flirt,13,0,0
Anna,Beerage?,2025-10-27,2025-10-27 13:30:00,0,0,Not Flirt,13,0,0
Anna,Shall i come to get pickle,2025-04-12,2025-04-12 06:57:00,0,0,Not Flirt,6,0,0
Anna,Were gonna go get some tacos,2025-03-30,2025-03-30 03:04:00,0,0,Not Flirt,3,0,0
Anna,Nite...,2025-05-05,2025-05-05 04:25:00,0,0,Not Flirt,4,0,0
Isaac,You have 1 new message. Please call 08712400200.,2025-05-12,2025-05-12 21:48:00,0,0,Not Flirt,21,0,0
Anna,So that takes away some money worries,2025-03-08,2025-03-08 14:06:00,0,0,Not Flirt,14,0,0
Anna,YO YO YO BYATCH WHASSUP?,2025-03-06,2025-03-06 15:27:00,0,0,Not Flirt,15,0,0
Anna,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,2025-03-26,2025-03-26 16:40:00,0,0,Not Flirt,16,0,0
Isaac,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,2025-06-20,2025-06-20 19:25:00,0,0,Not Flirt,19,0,0
Anna,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,2025-05-06,2025-05-06 13:02:00,0,0,Not Flirt,13,0,0
Anna,ÃÃ only send me the contents page...,2025-05-24,2025-05-24 07:18:00,0,0,Not Flirt,7,0,0
Anna,Still i have not checked it da. . .,2025-09-20,2025-09-20 13:10:00,0,0,Not Flirt,13,0,0
Anna,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,2025-03-30,2025-03-30 04:35:00,0,0,Not Flirt,4,0,0
Anna,"Sorry, I can't help you on this.",2025-11-29,2025-11-29 03:22:00,0,0,Not Flirt,3,0,0
Anna,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,2025-10-02,2025-10-02 11:35:00,0,0,Not Flirt,11,0,0
Anna,I have gone into get info bt dont know what to do,2025-03-06,2025-03-06 00:51:00,0,0,Not Flirt,0,0,0
Anna,Hi. I'm always online on yahoo and would like to chat with you someday,2025-04-25,2025-04-25 18:47:00,0,0,Not Flirt,18,0,0
Anna,"Cool, text me when you're ready",2025-03-09,2025-03-09 06:26:00,0,0,Not Flirt,6,0,0
Anna,Hi dis is yijue i would be happy to work wif Ã_ all for gek1510...,2025-04-10,2025-04-10 19:35:00,0,0,Not Flirt,19,0,0
Anna,I can make lasagna for you... vodka...,2025-05-14,2025-05-14 14:49:00,0,0,Not Flirt,14,0,0
Anna,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,2025-02-18,2025-02-18 01:33:00,0,0,Not Flirt,1,0,0
Anna,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,2025-01-06,2025-01-06 14:19:00,0,0,Not Flirt,14,0,0
Isaac,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,2025-06-10,2025-06-10 08:34:00,0,0,Not Flirt,8,0,0
Anna,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,2025-09-13,2025-09-13 23:04:00,0,0,Not Flirt,23,0,0
Anna,Oh :-)only 4 outside players allowed to play know,2025-04-21,2025-04-21 19:32:00,0,0,Not Flirt,19,0,0
Anna,Thnx dude. u guys out 2nite?,2025-11-11,2025-11-11 02:43:00,0,0,Not Flirt,2,0,0
Anna,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,2025-05-15,2025-05-15 23:52:00,0,0,Not Flirt,23,0,0
Anna,Cps is causing the outages to conserve energy.,2025-11-25,2025-11-25 19:46:00,0,0,Not Flirt,19,0,0
Anna,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",2025-03-28,2025-03-28 09:26:00,0,0,Not Flirt,9,0,0
Anna,:-( sad puppy noise,2025-07-17,2025-07-17 00:14:00,0,0,Not Flirt,0,0,0
Anna,Yunny i'm walking in citylink now Ã_ faster come down... Me very hungry...,2025-10-06,2025-10-06 15:08:00,0,0,Not Flirt,15,0,0
Anna,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,2025-01-22,2025-01-22 20:42:00,0,0,Not Flirt,20,0,0
Isaac,"accordingly. I repeat, just text the word ok on your mobile phone and send",2025-12-06,2025-12-06 11:23:00,0,0,Not Flirt,11,0,0
Anna,I'm also came to room.,2025-05-14,2025-05-14 10:07:00,0,0,Not Flirt,10,0,0
Anna,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",2025-07-01,2025-07-01 21:53:00,0,0,Not Flirt,21,0,0
Anna,Lol no ouch but wish i'd stayed out a bit longer,2025-08-18,2025-08-18 12:05:00,0,0,Not Flirt,12,0,0
Anna,Huh means computational science... Y they like dat one push here n there...,2025-08-23,2025-08-23 19:31:00,0,0,Not Flirt,19,0,0
Anna,I just cooked a rather nice salmon a la you,2025-01-09,2025-01-09 23:08:00,0,0,Not Flirt,23,0,0
Anna,Big brotherÂÃÃ·s really scraped the barrel with this shower of social misfits,2025-11-13,2025-11-13 13:29:00,0,0,Not Flirt,13,0,0
Anna,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,2025-08-16,2025-08-16 17:47:00,0,0,Not Flirt,17,0,0
Anna,"What i mean was i left too early to check, cos i'm working a 9-6.",2025-12-31,2025-12-31 13:45:00,0,0,Not Flirt,13,0,0
Anna,I dont want to hear anything,2025-06-22,2025-06-22 06:40:00,0,0,Not Flirt,6,0,0
Anna,Oh sorry please its over,2025-08-13,2025-08-13 01:29:00,0,0,Not Flirt,1,0,0
Anna,I am in hospital da. . I will return home in evening,2025-06-11,2025-06-11 04:10:00,0,0,Not Flirt,4,0,0
Anna,"idc get over here, you are not weaseling your way out of this shit twice in a row",2025-11-21,2025-11-21 19:20:00,0,0,Not Flirt,19,0,0
Anna,But if she.s drinkin i'm ok.,2025-10-31,2025-10-31 21:03:00,0,0,Not Flirt,21,0,0
Anna,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",2025-11-28,2025-11-28 16:08:00,0,0,Not Flirt,16,0,0
Isaac,URGENT! Your Mobile number has been awarded with a Ã¥Â£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,2025-07-04,2025-07-04 05:27:00,0,0,Not Flirt,5,0,0
Anna,"Aight, see you in a bit",2025-10-16,2025-10-16 22:47:00,0,0,Not Flirt,22,0,0
Anna,Sorry about that this is my mates phone and i didnt write it love Kate,2025-05-12,2025-05-12 04:10:00,1,1,Flirt,4,0,0
Anna,So wats ur opinion abt him and how abt is character?,2025-06-18,2025-06-18 10:04:00,0,0,Not Flirt,10,0,0
Anna,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",2025-10-05,2025-10-05 13:25:00,0,0,Not Flirt,13,0,0
Isaac,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",2025-01-30,2025-01-30 22:15:00,1,1,Flirt,22,0,0
Anna,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,2025-09-17,2025-09-17 10:12:00,0,0,Not Flirt,10,0,0
Anna,Nah dub but je still buff,2025-01-07,2025-01-07 02:19:00,0,0,Not Flirt,2,0,0
Anna,Well i know Z will take care of me. So no worries.,2025-08-01,2025-08-01 01:51:00,0,0,Not Flirt,1,0,0
Anna,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,2025-06-24,2025-06-24 08:27:00,0,0,Not Flirt,8,0,0
Anna,Dear we are going to our rubber place,2025-06-21,2025-06-21 05:52:00,0,0,Not Flirt,5,0,0
Anna,No but the bluray player can,2025-06-30,2025-06-30 14:14:00,0,0,Not Flirt,14,0,0
Anna,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,2025-06-29,2025-06-29 17:24:00,0,0,Not Flirt,17,0,0
Anna,"\I;m reaching in another 2 stops.\""""",2025-05-29,2025-05-29 21:14:00,0,0,Not Flirt,21,0,0
